surveyid,fieldactivityid,source,sampletype,station,sampledate,layer,samplenumber,gmethod,tsn,latinname,size,method,parameter,reportingvalue,reportingunit,nodccode,speccode,serialnumber,org_tsn
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,85248,l,0703100402,100,20150416ret5.2,5318
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,5331,surirella,not_applicable,ph103,count,1536,l,07031101,140,20150416ret5.2,5331
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,255744,l,0803050701,988,20150416ret5.2,5878
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,6045,pediastrum_simplex,not_applicable,ph103,count,256,l,0803080103,900,20150416ret5.2,6045
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,6104,scenedesmus,not_applicable,ph103,count,3072,l,08030902,872,20150416ret5.2,6104
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,6417,ulothrix,not_applicable,ph103,count,170496,l,08050102,1191,20150416ret5.2,6417
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,6451,dactylococcopsis_rhaphidioides,not_applicable,ph103,count,99456,l,0805010405,704,20150416ret5.2,6451
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,9620,euglena,not_applicable,ph103,count,384,l,11030101,850,20150416ret5.2,9620
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,85248,l,12,159,20150416ret5.2,9873
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,9997,amphidinium,not_applicable,ph103,count,128,l,12040101,300,20150416ret5.2,9997
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,85248,l,12040103,337,20150416ret5.2,10031
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,10106,katodinium_rotundatum,not_applicable,ph103,count,42624,l,1204010502,412,20150416ret5.2,10106
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,1298534,l,14020303,1364,20150416ret5.2,10635
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,113664,l,14020303,862,20150416ret5.2,10635
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,10641,cryptomonas_erosa,not_applicable,ph103,count,384,l,1402030306,1305,20150416ret5.2,10641
433910,433910,odu/pel,c,ret5.2,2015-04-16,ap,fs1,7,591207,aulacoseira_granulata,not_applicable,ph103,count,56832,l,0702010107,94,20150416ret5.2,591207
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,0,blue_green_sphere,cell_b,ph103,count,355200,l,03,1389,20150421tf4.2,0
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,665,chroococcus_dispersus,not_applicable,ph103,count,113664,l,0302010505,1037,20150421tf4.2,665
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2288,centrales,<10_microns,ph103,count,838636,l,0702,1360,20150421tf4.2,2288
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,170496,l,0702,1367,20150421tf4.2,2288
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,340992,l,0702,1368,20150421tf4.2,2288
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2346,paralia_sulcata,not_applicable,ph103,count,56832,l,0702010201,96,20150421tf4.2,2346
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2395,leptocylindrus_danicus,not_applicable,ph103,count,170496,l,0702011201,88,20150421tf4.2,2395
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,1918080,l,0702020101,136,20150421tf4.2,2402
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2439,cyclotella,>30_microns,ph103,count,384,l,07020203,955,20150421tf4.2,2439
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,1536,l,07020301,58,20150421tf4.2,2546
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2902,rhizosolenia_setigera,not_applicable,ph103,count,384,l,0702100113,132,20150421tf4.2,2902
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2930,pennales,<10_microns,ph103,count,216422,l,0703,1362,20150421tf4.2,2930
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,71040,l,0703,1370,20150421tf4.2,2930
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,3649,navicula,not_applicable,ph103,count,56832,l,07030501,97,20150421tf4.2,3649
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,128,l,07030517,108,20150421tf4.2,4592
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,5070,nitzschia,not_applicable,ph103,count,384,l,07031001,99,20150421tf4.2,5070
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,5331,surirella,not_applicable,ph103,count,256,l,07031101,140,20150421tf4.2,5331
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,6050,pediastrum_biradiatum,not_applicable,ph103,count,227328,l,0803080104,345,20150421tf4.2,6050
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,9620,euglena,not_applicable,ph103,count,128,l,11030101,850,20150421tf4.2,9620
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,9880,prorocentrum_minimum,not_applicable,ph103,count,1408,l,1202010402,375,20150421tf4.2,9880
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,85248,l,12040103,337,20150421tf4.2,10031
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,81158,l,14020303,1364,20150421tf4.2,10635
433912,433912,odu/pel,c,tf4.2,2015-04-21,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,99456,l,14020303,862,20150421tf4.2,10635
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,0,blue_green_sphere,cell_b,ph103,count,750182,l,03,1389,20150429ret4.3,0
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,739,merismopedia_tenuissima,not_applicable,ph103,count,181862,l,0302011109,934,20150429ret4.3,739
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,1100,anabaena,not_applicable,ph103,count,2048,l,03040201,809,20150429ret4.3,1100
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2288,centrales,<10_microns,ph103,count,7358361,l,0702,1360,20150429ret4.3,2288
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,409190,l,0702,1367,20150429ret4.3,2288
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,512,l,0702,1368,20150429ret4.3,2288
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2396,leptocylindrus_minimus,not_applicable,ph103,count,113664,l,0702011202,89,20150429ret4.3,2396
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,704716,l,0702020101,136,20150429ret4.3,2402
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2439,cyclotella,>30_microns,ph103,count,68198,l,07020203,955,20150429ret4.3,2439
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,1024,l,07020301,58,20150429ret4.3,2546
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2930,pennales,<10_microns,ph103,count,432844,l,0703,1362,20150429ret4.3,2930
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,136396,l,0703,1370,20150429ret4.3,2930
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,90931,l,0703,1371,20150429ret4.3,2930
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,3649,navicula,not_applicable,ph103,count,2048,l,07030501,97,20150429ret4.3,3649
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,5070,nitzschia,not_applicable,ph103,count,512,l,07031001,99,20150429ret4.3,5070
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,318259,l,0703100402,100,20150429ret4.3,5318
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,181862,l,0803050701,988,20150429ret4.3,5878
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,6110,scenedesmus_quadricauda,not_applicable,ph103,count,2048,l,0803090203,873,20150429ret4.3,6110
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,204595,l,12,159,20150429ret4.3,9873
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,9880,prorocentrum_minimum,not_applicable,ph103,count,68198,l,1202010402,375,20150429ret4.3,9880
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,113664,l,12040103,337,20150429ret4.3,10031
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10106,katodinium_rotundatum,not_applicable,ph103,count,295526,l,1204010502,412,20150429ret4.3,10106
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10171,diplopsalis_lenticula,not_applicable,ph103,count,1024,l,1204090202,484,20150429ret4.3,10171
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10207,heterocapsa_triquetra,not_applicable,ph103,count,295526,l,1204100101,447,20150429ret4.3,10207
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10340,protoperidinium,not_applicable,ph103,count,2560,l,12041005,355,20150429ret4.3,10340
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,2164224,l,14020303,1364,20150429ret4.3,10635
433914,433914,odu/pel,c,ret4.3,2015-04-29,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,886579,l,14020303,862,20150429ret4.3,10635
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,0,green_cells,3-5_microns,ph103,count,108211,l,green_cells,429,20150505cb6.4,0
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,0,micro-phytoflagellates,<10_microns,ph103,count,216422,l,phytoflag,804,20150505cb6.4,0
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2265,rhabdosphaera_hispida,not_applicable,ph103,count,1024,l,0603050603,291,20150505cb6.4,2265
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2288,centrales,<10_microns,ph103,count,1731379,l,0702,1360,20150505cb6.4,2288
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,108251,l,0702,1367,20150505cb6.4,2288
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,2048,l,0702,1368,20150505cb6.4,2288
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2346,paralia_sulcata,not_applicable,ph103,count,6144,l,0702010201,96,20150505cb6.4,2346
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,162377,l,0702020101,136,20150505cb6.4,2402
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,512,l,07020301,58,20150505cb6.4,2546
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2755,cerataulina_pelagica,not_applicable,ph103,count,1948525,l,0702080202,18,20150505cb6.4,2755
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2758,chaetoceros,not_applicable,ph103,count,3072,l,07020901,20,20150505cb6.4,2758
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2819,chaetoceros_pendulus,not_applicable,ph103,count,1024,l,0702090142,44,20150505cb6.4,2819
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2904,rhizosolenia_styliformis,not_applicable,ph103,count,512,l,0702100115,134,20150505cb6.4,2904
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2930,pennales,<10_microns,ph103,count,324633,l,0703,1362,20150505cb6.4,2930
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2930,pennales,>60_microns,ph103,count,20480,l,0703,1372,20150505cb6.4,2930
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,3584,l,0703,1370,20150505cb6.4,2930
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,27648,l,0703,1371,20150505cb6.4,2930
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,2048,l,07030517,108,20150505cb6.4,4592
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,4622,gyrosigma,not_applicable,ph103,count,512,l,07030518,82,20150505cb6.4,4622
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,9728,l,0803050701,988,20150505cb6.4,5878
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,9620,euglena,not_applicable,ph103,count,512,l,11030101,850,20150505cb6.4,9620
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,189440,l,12,159,20150505cb6.4,9873
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,9879,prorocentrum_micans,not_applicable,ph103,count,2048,l,1202010401,374,20150505cb6.4,9879
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,9880,prorocentrum_minimum,not_applicable,ph103,count,3584,l,1202010402,375,20150505cb6.4,9880
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,9997,amphidinium,not_applicable,ph103,count,16896,l,12040101,300,20150505cb6.4,9997
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,108251,l,12040103,337,20150505cb6.4,10031
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10171,diplopsalis_lenticula,not_applicable,ph103,count,2048,l,1204090202,484,20150505cb6.4,10171
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10207,heterocapsa_triquetra,not_applicable,ph103,count,1024,l,1204100101,447,20150505cb6.4,10207
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10537,scrippsiella_trochoidea,not_applicable,ph103,count,512,l,1204270101,462,20150505cb6.4,10537
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,1082112,l,14020303,1364,20150505cb6.4,10635
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,324754,l,14020303,862,20150505cb6.4,10635
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,615882,dactyliosolen_fragilissimus,not_applicable,ph103,count,947200,l,0702100108,123,20150505cb6.4,615882
433920,433920,odu/pel,c,cb6.4,2015-05-05,ap,fs1,7,615883,guinardia_delicatula,not_applicable,ph103,count,1704960,l,0702100107,121,20150505cb6.4,615883
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,0,blue_green_sphere,cell,ph103,count,241536,l,03,1388,20150505cb7.3e,0
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,0,blue_green_sphere,cell_b,ph103,count,227328,l,03,1389,20150505cb7.3e,0
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,0,micro-phytoflagellates,<10_microns,ph103,count,135264,l,phytoflag,804,20150505cb7.3e,0
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2288,centrales,<10_microns,ph103,count,730425,l,0702,1360,20150505cb7.3e,2288
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2288,centrales,>60_microns,ph103,count,128,l,0702,1369,20150505cb7.3e,2288
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,298368,l,0702,1367,20150505cb7.3e,2288
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,128,l,0702,1368,20150505cb7.3e,2288
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2294,melosira_nummuloides,not_applicable,ph103,count,1024,l,0702010104,195,20150505cb7.3e,2294
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2395,leptocylindrus_danicus,not_applicable,ph103,count,198912,l,0702011201,88,20150505cb7.3e,2395
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,56832,l,0702020101,136,20150505cb7.3e,2402
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2439,cyclotella,>30_microns,ph103,count,1024,l,07020203,955,20150505cb7.3e,2439
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,256,l,07020301,58,20150505cb7.3e,2546
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2755,cerataulina_pelagica,not_applicable,ph103,count,1108224,l,0702080202,18,20150505cb7.3e,2755
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2758,chaetoceros,not_applicable,ph103,count,113664,l,07020901,20,20150505cb7.3e,2758
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2819,chaetoceros_pendulus,not_applicable,ph103,count,128,l,0702090142,44,20150505cb7.3e,2819
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2930,pennales,>60_microns,ph103,count,113664,l,0703,1372,20150505cb7.3e,2930
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,42624,l,0703,1370,20150505cb7.3e,2930
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,71040,l,0703,1371,20150505cb7.3e,2930
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,2932,fragilaria,not_applicable,ph103,count,1280,l,07030101,77,20150505cb7.3e,2932
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,3139,thalassionema_nitzschioides,not_applicable,ph103,count,256,l,0703010601,143,20150505cb7.3e,3139
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,3577,cocconeis,not_applicable,ph103,count,128,l,07030402,55,20150505cb7.3e,3577
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,3649,navicula,not_applicable,ph103,count,42624,l,07030501,97,20150505cb7.3e,3649
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,1536,l,07030517,108,20150505cb7.3e,4592
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,4624,gyrosigma_fasciola,not_applicable,ph103,count,128,l,0703051802,915,20150505cb7.3e,4624
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,4674,amphiprora,not_applicable,ph103,count,128,l,07030522,2,20150505cb7.3e,4674
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,384,l,0703100402,100,20150505cb7.3e,5318
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,6144,l,0803050701,988,20150505cb7.3e,5878
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,56832,l,12,159,20150505cb7.3e,9873
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,9879,prorocentrum_micans,not_applicable,ph103,count,384,l,1202010401,374,20150505cb7.3e,9879
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,9880,prorocentrum_minimum,not_applicable,ph103,count,640,l,1202010402,375,20150505cb7.3e,9880
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,9997,amphidinium,not_applicable,ph103,count,42624,l,12040101,300,20150505cb7.3e,9997
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10006,amphidinium_sphenoides,not_applicable,ph103,count,256,l,1204010108,433,20150505cb7.3e,10006
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,170496,l,12040103,337,20150505cb7.3e,10031
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10077,gyrodinium,not_applicable,ph103,count,128,l,12040104,341,20150505cb7.3e,10077
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10171,diplopsalis_lenticula,not_applicable,ph103,count,768,l,1204090202,484,20150505cb7.3e,10171
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10340,protoperidinium,not_applicable,ph103,count,256,l,12041005,355,20150505cb7.3e,10340
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10537,scrippsiella_trochoidea,not_applicable,ph103,count,128,l,1204270101,462,20150505cb7.3e,10537
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,703372,l,14020303,1364,20150505cb7.3e,10635
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,511488,l,14020303,862,20150505cb7.3e,10635
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,615879,pseudo-nitzschia_seriata,not_applicable,ph103,count,4224,l,0703100114,105,20150505cb7.3e,615879
433922,433922,odu/pel,c,cb7.3e,2015-05-05,ap,fs1,7,615882,dactyliosolen_fragilissimus,not_applicable,ph103,count,2713728,l,0702100108,123,20150505cb7.3e,615882
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,0,micro-phytoflagellates,<10_microns,ph103,count,189369,l,phytoflag,804,20150505cb7.4,0
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,1814,ebria_tripartita,not_applicable,ph103,count,256,l,0407010301,718,20150505cb7.4,1814
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2288,centrales,<10_microns,ph103,count,568108,l,0702,1360,20150505cb7.4,2288
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,32082,l,0702,1367,20150505cb7.4,2288
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,18332,l,0702,1368,20150505cb7.4,2288
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2294,melosira_nummuloides,not_applicable,ph103,count,768,l,0702010104,195,20150505cb7.4,2294
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2346,paralia_sulcata,not_applicable,ph103,count,1408,l,0702010201,96,20150505cb7.4,2346
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2395,leptocylindrus_danicus,not_applicable,ph103,count,54998,l,0702011201,88,20150505cb7.4,2395
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2396,leptocylindrus_minimus,not_applicable,ph103,count,512,l,0702011202,89,20150505cb7.4,2396
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,128,l,07020301,58,20150505cb7.4,2546
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2755,cerataulina_pelagica,not_applicable,ph103,count,192495,l,0702080202,18,20150505cb7.4,2755
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2897,rhizosolenia_imbricata,not_applicable,ph103,count,128,l,0702100110,129,20150505cb7.4,2897
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2904,rhizosolenia_styliformis,not_applicable,ph103,count,512,l,0702100115,134,20150505cb7.4,2904
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2930,pennales,<10_microns,ph103,count,54105,l,0703,1362,20150505cb7.4,2930
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2930,pennales,>60_microns,ph103,count,896,l,0703,1372,20150505cb7.4,2930
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,768,l,0703,1371,20150505cb7.4,2930
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,2932,fragilaria,not_applicable,ph103,count,1536,l,07030101,77,20150505cb7.4,2932
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,3147,rhaphoneis_amphiceros,not_applicable,ph103,count,768,l,0703010802,673,20150505cb7.4,3147
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,3190,campylosira,not_applicable,ph103,count,1664,l,07030116,1063,20150505cb7.4,3190
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,3577,cocconeis,not_applicable,ph103,count,128,l,07030402,55,20150505cb7.4,3577
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,256,l,07030517,108,20150505cb7.4,4592
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,5070,nitzschia,not_applicable,ph103,count,128,l,07031001,99,20150505cb7.4,5070
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,27499,l,0703100402,100,20150505cb7.4,5318
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,512,l,0803050701,988,20150505cb7.4,5878
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,9535,pyramimonas,not_applicable,ph103,count,36665,l,10020203,525,20150505cb7.4,9535
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,9620,euglena,not_applicable,ph103,count,256,l,11030101,850,20150505cb7.4,9620
433918,433918,odu/pel,c,cb7.4,2015-05-05,ap,fs1,7,9873,pyrrophycophyta,cyst,ph103,count,256,l,12,172,20150505cb7.4,9873
